,nan,transgender female,intersex,fa'afafine,transgender,American football player,Gender fluid,sociologist,transgender male,female creature,male creature,woman,genderqueer,female,male,kathoey
Q170790|Q11063|Q82955|Q4964182|Q14915627|Q16031530|,,,,,,,,,,,,,,,1.0,
Q170790|Q11063|Q901402|Q4964182|,,,,,,,,,,,,,,,1.0,
Q170790|Q11063|Q901|,,,,,,,,,,,,,,,4.0,
Q170790|Q11165895|Q14467526|,,,,,,,,,,,,,,,1.0,
Q170790|Q11699606|,,,,,,,,,,,,,,,4.0,
Q170790|Q11699606|Q2732142|,,,,,,,,,,,,,,,1.0,
Q170790|Q11774202|,,,,,,,,,,,,,,,1.0,
Q170790|Q11900058|,,,,,,,,,,,,,,,1.0,
Q170790|Q11900058|Q11063|,,,,,,,,,,,,,,,2.0,
Q170790|Q11900058|Q14467526|Q15976303|Q4964182|,,,,,,,,,,,,,,,1.0,
Q170790|Q11900058|Q1734662|,,,,,,,,,,,,,,,1.0,
Q170790|Q11900058|Q4773904|Q3126128|Q212980|Q482980|Q901|Q2310145|Q2732142|,,,,,,,,,,,,,,,1.0,
Q170790|Q121594|,,,,,,,,,,,,,,3.0,23.0,
Q170790|Q121594|Q11063|Q81096|Q36180|Q13582652|Q752129|Q901|,,,,,,,,,,,,,,,1.0,
Q170790|Q121594|Q1238570|,,,,,,,,,,,,,,,1.0,
Q170790|Q121594|Q1238570|Q2306091|,,,,,,,,,,,,,,,1.0,
Q170790|Q121594|Q2732142|,,,,,,,,,,,,,,,1.0,
Q170790|Q121594|Q36180|Q40348|,,,,,,,,,,,,,,,1.0,
Q170790|Q12299841|,,,,,,,,,,,,,,,1.0,
Q170790|Q1231865|,,,,,,,,,,,,,,1.0,31.0,
Q170790|Q1231865|Q11063|,,,,,,,,,,,,,,,1.0,
Q170790|Q1231865|Q212980|,,,,,,,,,,,,,,,1.0,
Q170790|Q1231865|Q2310145|,,,,,,,,,,,,,,,1.0,
Q170790|Q1231865|Q36180|,,,,,,,,,,,,,,,3.0,
Q170790|Q1231865|Q4964182|,,,,,,,,,,,,,,,1.0,
Q170790|Q1234713|,,,,,,,,,,,,,,,19.0,
Q170790|Q1234713|Q10732476|Q42973|Q42603|Q2374149|,,,,,,,,,,,,,,,1.0,
Q170790|Q1234713|Q1999841|,,,,,,,,,,,,,,,1.0,
Q170790|Q1234713|Q39631|Q37226|,,,,,,,,,,,,,,,1.0,
Q170790|Q1234713|Q4964182|,,,,,,,,,,,,,,,1.0,
Q170790|Q1238570|,,,,,,,,,,,,,,,3.0,
Q170790|Q1238570|Q2732142|,,,,,,,,,,,,,,,1.0,
Q170790|Q1281618|,,,,,,,,,,,,,,,2.0,
Q170790|Q131062|,,,,,,,,,,,,,,,1.0,
Q170790|Q13141064|,,,,,,,,,,,,,,,1.0,
Q170790|Q131524|,,,,,,,,,,,,,,,2.0,
Q170790|Q1326886|Q81096|,,,,,,,,,,,,,,,1.0,
Q170790|Q133485|,,,,,,,,,,,,,,,1.0,
Q170790|Q133485|Q11063|,,,,,,,,,,,,,,,1.0,
Q170790|Q133485|Q11063|Q16031530|,,,,,,,,,,,,,,,1.0,
Q170790|Q13381863|Q2732142|,,,,,,,,,,,,,,,1.0,
Q170790|Q13416803|Q2732142|,,,,,,,,,,,,,,,4.0,
Q170790|Q13582652|Q81096|,,,,,,,,,,,,,,,3.0,
Q170790|Q13582652|Q81096|Q11063|,,,,,,,,,,,,,,,1.0,
Q170790|Q13582652|Q81096|Q169470|,,,,,,,,,,,,,,,1.0,
Q170790|Q13582652|Q81096|Q193391|,,,,,,,,,,,,,,,1.0,
Q170790|Q13582652|Q81096|Q42973|,,,,,,,,,,,,,,,1.0,
Q170790|Q14128148|,,,,,,,,,,,,,,,1.0,
Q170790|Q14467526|,,,,,,,,,,,,,,,8.0,
Q170790|Q14467526|Q11063|,,,,,,,,,,,,,,,1.0,
Q170790|Q14467526|Q16031530|,,,,,,,,,,,,,,,1.0,
Q170790|Q14467526|Q169470|Q2374149|,,,,,,,,,,,,,,,1.0,
Q170790|Q14467526|Q182436|,,,,,,,,,,,,,,,1.0,
Q170790|Q14467526|Q182436|Q193391|Q482980|Q333634|,,,,,,,,,,,,,,,1.0,
Q170790|Q14467526|Q1930187|Q4964182|,,,,,,,,,,,,,,,1.0,
Q170790|Q14467526|Q212980|Q4964182|,,,,,,,,,,,,,,,1.0,
Q170790|Q14467526|Q2487799|Q82594|,,,,,,,,,,,,,,,1.0,
Q170790|Q14467526|Q333634|,,,,,,,,,,,,,,,1.0,
Q170790|Q14467526|Q333634|Q11063|Q901|,,,,,,,,,,,,,,1.0,,
Q170790|Q14467526|Q482980|,,,,,,,,,,,,,,,1.0,
Q170790|Q14467526|Q4964182|,,,,,,,,,,,,,,,1.0,
Q170790|Q14467526|Q4964182|Q1231865|,,,,,,,,,,,,,,,1.0,
Q170790|Q14467526|Q4964182|Q36180|,,,,,,,,,,,,,,,1.0,
Q170790|Q14467526|Q49757|Q36180|Q1231865|,,,,,,,,,,,,,,,1.0,
Q170790|Q14467526|Q49757|Q42603|Q482980|,,,,,,,,,,,,,,,1.0,
Q170790|Q14467526|Q81096|Q4964182|,,,,,,,,,,,,,,,1.0,
Q170790|Q14467526|Q82594|Q81096|,,,,,,,,,,,,,,,1.0,
Q170790|Q14565331|,,,,,,,,,,,,,,,1.0,
Q170790|Q14565331|Q16389557|Q1234713|Q250867|Q201788|Q15632482|,,,,,,,,,,,,,,,1.0,
Q170790|Q14565331|Q18930418|Q18930236|,,,,,,,,,,,,,,,1.0,
Q170790|Q14565331|Q33231|Q49757|Q161944|Q4853732|Q18939491|Q6625963|Q36180|Q18814623|,,,,,,,,,,,,,,,1.0,
Q170790|Q14565331|Q4964182|,,,,,,,,,,,,,,,2.0,
Q170790|Q14565331|Q4964182|Q121594|Q1930187|,,,,,,,,,,,,,,,1.0,
Q170790|Q1476215|,,,,,,,,,,,,,,1.0,4.0,
Q170790|Q148401|,,,,,,,,,,,,,,,1.0,
Q170790|Q148401|Q17486330|,,,,,,,,,,,,,,,1.0,
Q170790|Q148401|Q2732142|,,,,,,,,,,,,,,,1.0,
Q170790|Q148401|Q36180|,,,,,,,,,,,,,,,1.0,
Q170790|Q148401|Q486748|Q4964182|,,,,,,,,,,,,,,,1.0,
Q170790|Q14915627|Q11063|Q16031530|,,,,,,,,,,,,,,,2.0,
Q170790|Q14915627|Q16031530|,,,,,,,,,,,,,,,4.0,
Q170790|Q14915627|Q16145150|Q16031530|,,,,,,,,,,,,,,,1.0,
Q170790|Q14915627|Q201788|Q4964182|Q36834|Q16031530|Q20198542|,,,,,,,,,,,,,,,1.0,
Q170790|Q14915627|Q36834|Q16031530|,,,,,,,,,,,,,,,1.0,
Q170790|Q14915627|Q486748|Q482980|Q16031530|Q15981151|,,,,,,,,,,,,,,,1.0,
Q170790|Q14915627|Q4964182|Q16031530|,,,,,,,,,,,,,,,1.0,
Q170790|Q1493121|,,,,,,,,,,,,,,,1.0,
Q170790|Q14972848|Q14467526|Q901|Q49757|Q333634|Q36180|,,,,,,,,,,,,,,,1.0,
Q170790|Q15295720|Q482980|,,,,,,,,,,,,,,,1.0,
Q170790|Q15295720|Q81096|,,,,,,,,,,,,,,,1.0,
Q170790|Q15319501|,,,,,,,,,,,,,,,1.0,
Q170790|Q15442776|,,,,,,,,,,,,,,2.0,21.0,
Q170790|Q15442776|Q49757|Q82594|Q482980|Q4964182|,,,,,,,,,,,,,,,1.0,
Q170790|Q15442776|Q81096|,,,,,,,,,,,,,,2.0,3.0,
Q170790|Q15442776|Q82594|,,,,,,,,,,,,,,,3.0,
Q170790|Q15442776|Q82594|Q4964182|Q2732142|,,,,,,,,,,,,,,,1.0,
Q170790|Q15442776|Q82594|Q81096|,,,,,,,,,,,,,,,4.0,
Q170790|Q15442776|Q82594|Q81096|Q2309784|,,,,,,,,,,,,,,,1.0,
Q170790|Q155647|,,,,,,,,,,,,,,,1.0,
Q170790|Q155647|Q482980|,,,,,,,,,,,,,,1.0,,
Q170790|Q1569495|,,,,,,,,,,,,,,,1.0,
Q170790|Q158852|,,,,,,,,,,,,,,,1.0,
Q170790|Q15895020|Q81096|,,,,,,,,,,,,,,2.0,3.0,
Q170790|Q15921002|Q4964182|Q2732142|,,,,,,,,,,,,,,,1.0,
Q170790|Q15956275|,,,,,,,,,,,,,,,2.0,
Q170790|Q15976715|Q860918|,,,,,,,,,,,,,,,1.0,
Q170790|Q15978337|Q11774202|Q14565331|Q15632482|Q18930236|Q11499147|Q16743941|Q18930418|Q18814623|Q36180|,,,,,,,,,,,,,,,1.0,
Q170790|Q15991218|,,,,,,,,,,,,,,,1.0,
Q170790|Q16031530|,,,,,,,,,,,,,,,1.0,
Q170790|Q16063546|Q17486330|,,,,,,,,,,,,,,,2.0,
Q170790|Q16063546|Q4773904|Q17486330|,,,,,,,,,,,,,,,1.0,
Q170790|Q1622272|,,,,,,,,,,,,,,,24.0,
Q170790|Q1622272|Q10873124|,,,,,,,,,,,,,,,1.0,
Q170790|Q1622272|Q15442776|,,,,,,,,,,,,,,,1.0,
Q170790|Q1622272|Q1650915|,,,,,,,,,,,,,,,1.0,
Q170790|Q1622272|Q17486330|,,,,,,,,,,,,,,,1.0,
Q170790|Q1622272|Q17486330|Q201788|,,,,,,,,,,,,,,,1.0,
Q170790|Q1622272|Q82594|,,,,,,,,,,,,,,,1.0,
Q170790|Q1622272|Q82955|,,,,,,,,,,,,,,,1.0,
Q170790|Q16278103|,,,,,,,,,,,,,,,1.0,
Q170790|Q16287483|Q2306091|,,,,,,,,,,,,,,,1.0,
Q170790|Q16335117|,,,,,,,,,,,,,,,1.0,
Q170790|Q16335117|Q11063|Q2310145|Q1734662|Q4964182|Q12360779|,,,,,,,,,,,,,,,1.0,
Q170790|Q16335117|Q11063|Q3745071|Q169470|Q11699606|,,,,,,,,,,,,,,,1.0,
Q170790|Q16389557|,,,,,,,,,,,,,,,1.0,
Q170790|Q16390131|,,,,,,,,,,,,,,,3.0,
Q170790|Q16390131|Q2732142|,,,,,,,,,,,,,,,1.0,
Q170790|Q16390131|Q5482740|,,,,,,,,,,,,,,,1.0,
Q170790|Q16390131|Q82594|,,,,,,,,,,,,,,,2.0,
Q170790|Q1647775|,,,,,,,,,,,,,,1.0,1.0,
Q170790|Q16533|,,,,,,,,,,,,,,,3.0,
Q170790|Q16738642|Q81096|,,,,,,,,,,,,,,,1.0,
Q170790|Q16742175|Q2310145|,,,,,,,,,,,,,,,1.0,
Q170790|Q16830344|,,,,,,,,,,,,,,1.0,,
Q170790|Q169470|,2.0,,,,,,,,,,,,,9.0,267.0,
Q170790|Q169470|Q1028181|,,,,,,,,,,,,,,,1.0,
Q170790|Q169470|Q11063|,,,,,,,,,,,,,,,18.0,
Q170790|Q169470|Q11063|Q13582652|Q81096|,,,,,,,,,,,,,,,1.0,
Q170790|Q169470|Q11063|Q205375|Q81096|Q36180|,,,,,,,,,,,,,,,1.0,
Q170790|Q169470|Q11063|Q2306091|,,,,,,,,,,,,,,,1.0,
Q170790|Q169470|Q11063|Q2310145|,,,,,,,,,,,,,,,2.0,
Q170790|Q169470|Q11063|Q4964182|,,,,,,,,,,,,,,,1.0,
Q170790|Q169470|Q11063|Q901|,,,,,,,,,,,,,,,3.0,
Q170790|Q169470|Q11900058|Q2374149|,,,,,,,,,,,,,,,1.0,
Q170790|Q169470|Q121594|,,,,,,,,,,,,,,,2.0,
Q170790|Q169470|Q1234713|,,,,,,,,,,,,,,,2.0,
Q170790|Q169470|Q13416354|,,,,,,,,,,,,,,,1.0,
Q170790|Q169470|Q13582652|Q81096|,,,,,,,,,,,,,,,1.0,
Q170790|Q169470|Q13582652|Q81096|Q901|,,,,,,,,,,,,,,,1.0,
Q170790|Q169470|Q14467526|,,,,,,,,,,,,,,,1.0,
Q170790|Q169470|Q14467526|Q36180|Q3068305|Q333634|Q4964182|,,,,,,,,,,,,,,1.0,,
Q170790|Q169470|Q1476215|,,,,,,,,,,,,,,,1.0,
Q170790|Q169470|Q14915627|Q16031530|,,,,,,,,,,,,,,,1.0,
Q170790|Q169470|Q17486330|,,,,,,,,,,,,,,,8.0,
Q170790|Q169470|Q18437198|,,,,,,,,,,,,,,,1.0,
Q170790|Q169470|Q18663426|,,,,,,,,,,,,,,,1.0,
Q170790|Q169470|Q188094|Q82955|,,,,,,,,,,,,,,,1.0,
Q170790|Q169470|Q19350898|,,,,,,,,,,,,,,,1.0,
Q170790|Q169470|Q201788|,,,,,,,,,,,,,,,2.0,
Q170790|Q169470|Q205375|,,,,,,,,,,,,,,,5.0,
Q170790|Q169470|Q212980|Q4964182|,,,,,,,,,,,,,,,1.0,
Q170790|Q169470|Q2251335|,,,,,,,,,,,,,,,1.0,
Q170790|Q169470|Q2310145|,,,,,,,,,,,,,,,1.0,
Q170790|Q169470|Q2374149|,,,,,,,,,,,,,,,1.0,
Q170790|Q169470|Q2732142|,,,,,,,,,,,,,,,2.0,
Q170790|Q169470|Q36180|,,,,,,,,,,,,,,,2.0,
Q170790|Q169470|Q37226|,,,,,,,,,,,,,,,1.0,
Q170790|Q169470|Q39631|,,,,,,,,,,,,,,,1.0,
Q170790|Q169470|Q42603|,,,,,,,,,,,,,,,1.0,
Q170790|Q169470|Q42973|,,,,,,,,,,,,,,,1.0,
Q170790|Q169470|Q42973|Q14915627|Q11063|Q16031530|,,,,,,,,,,,,,,,1.0,
Q170790|Q169470|Q4773904|,,,,,,,,,,,,,,,1.0,
Q170790|Q169470|Q482980|,,,,,,,,,,,,,,,5.0,
Q170790|Q169470|Q482980|Q11063|,,,,,,,,,,,,,,,1.0,
Q170790|Q169470|Q482980|Q6625963|,,,,,,,,,,,,,,,1.0,
Q170790|Q169470|Q482980|Q901|Q6625963|,,,,,,,,,,,,,,1.0,,
Q170790|Q169470|Q4964182|,,,,,,,,,,,,,,1.0,7.0,
Q170790|Q169470|Q4964182|Q11063|,,,,,,,,,,,,,,,1.0,
Q170790|Q169470|Q4964182|Q11063|Q1234713|Q3492227|Q15954519|Q82955|Q270141|,,,,,,,,,,,,,,,1.0,
Q170790|Q169470|Q4964182|Q11063|Q36180|Q81096|,,,,,,,,,,,,,,,1.0,
Q170790|Q169470|Q4964182|Q81096|,,,,,,,,,,,,,,,1.0,
Q170790|Q169470|Q49757|Q36180|,,,,,,,,,,,,,,,1.0,
Q170790|Q169470|Q49757|Q901|Q36180|,,,,,,,,,,,,,,,1.0,
Q170790|Q169470|Q593644|,,,,,,,,,,,,,,,3.0,
Q170790|Q169470|Q593644|Q82594|,,,,,,,,,,,,,,1.0,,
Q170790|Q169470|Q644687|,,,,,,,,,,,,,,,1.0,
Q170790|Q169470|Q81096|,,,,,,,,,,,,,,,16.0,
Q170790|Q169470|Q81096|Q1238570|Q189290|,,,,,,,,,,,,,,,1.0,
Q170790|Q169470|Q81096|Q901|,,,,,,,,,,,,,,,2.0,
Q170790|Q169470|Q8246794|,,,,,,,,,,,,,,,1.0,
Q170790|Q169470|Q82594|,,,,,,,,,,,,,,1.0,3.0,
Q170790|Q169470|Q82594|Q81096|,,,,,,,,,,,,,,,1.0,
Q170790|Q169470|Q82955|,,,,,,,,,,,,,,,4.0,
Q170790|Q169470|Q864503|,,,,,,,,,,,,,,,2.0,
Q170790|Q169470|Q864503|Q82594|Q81096|,,,,,,,,,,,,,,,1.0,
Q170790|Q169470|Q901|,,,,,,,,,,,,,,1.0,2.0,
Q170790|Q169470|Q901|Q11063|Q1231865|,,,,,,,,,,,,,,,1.0,
Q170790|Q169470|Q901|Q39631|,,,,,,,,,,,,,,,1.0,
Q170790|Q17307272|,,,,,,,,,,,,,,,1.0,
Q170790|Q1734662|,,,,,,,,,,,,,,1.0,5.0,
Q170790|Q17486330|,,,,,,,,,,,,,,20.0,179.0,
Q170790|Q17486330|Q11063|,,,,,,,,,,,,,,,1.0,
Q170790|Q17486330|Q1231865|,,,,,,,,,,,,,,,1.0,
Q170790|Q17486330|Q1231865|Q201788|,,,,,,,,,,,,,,,1.0,
Q170790|Q17486330|Q16267607|,,,,,,,,,,,,,,,4.0,
Q170790|Q17486330|Q169470|,,,,,,,,,,,,,,,1.0,
Q170790|Q17486330|Q17488392|Q901402|,,,,,,,,,,,,,,1.0,,
Q170790|Q17486330|Q17489331|,,,,,,,,,,,,,,,1.0,
Q170790|Q17486330|Q18663426|,,,,,,,,,,,,,,,3.0,
Q170790|Q17486330|Q189010|,,,,,,,,,,,,,,,1.0,
Q170790|Q17486330|Q201788|,,,,,,,,,,,,,,2.0,24.0,
Q170790|Q17486330|Q201788|Q36180|,,,,,,,,,,,,,,,1.0,
Q170790|Q17486330|Q201788|Q4964182|,,,,,,,,,,,,,,,3.0,
Q170790|Q17486330|Q201788|Q82955|,,,,,,,,,,,,,,,1.0,
Q170790|Q17486330|Q2310145|,,,,,,,,,,,,,,,1.0,
Q170790|Q17486330|Q2732142|Q201788|Q4964182|,,,,,,,,,,,,,,,1.0,
Q170790|Q17486330|Q333634|,,,,,,,,,,,,,,,1.0,
Q170790|Q17486330|Q37226|,,,,,,,,,,,,,,,2.0,
Q170790|Q17486330|Q482980|,,,,,,,,,,,,,,1.0,3.0,
Q170790|Q17486330|Q4964182|,,,,,,,,,,,,,,,8.0,
Q170790|Q17486330|Q4964182|Q1234713|,,,,,,,,,,,,,,,1.0,
Q170790|Q17486330|Q4964182|Q14915627|Q16031530|Q16390131|,,,,,,,,,,,,,,,1.0,
Q170790|Q17486330|Q4964182|Q82955|,,,,,,,,,,,,,,,1.0,
Q170790|Q17486330|Q6625963|,,,,,,,,,,,,,,,1.0,
Q170790|Q17486330|Q81096|,,,,,,,,,,,,,,,1.0,
Q170790|Q17486330|Q82955|Q1930187|,,,,,,,,,,,,,,,1.0,
Q170790|Q1792450|,,,,,,,,,,,,,,,1.0,
Q170790|Q1792450|Q635734|Q201788|,,,,,,,,,,,,,,,1.0,
Q170790|Q179985|,,,,,,,,,,,,,,,7.0,
Q170790|Q179985|Q1028181|,,,,,,,,,,,,,,,1.0,
Q170790|Q179985|Q2732142|,,,,,,,,,,,,,,,1.0,
Q170790|Q18195617|Q49757|Q36180|,,,,,,,,,,,,,,,1.0,
Q170790|Q182436|,,,,,,,,,,,,,,,7.0,
Q170790|Q182436|Q11063|,,,,,,,,,,,,,,,1.0,
Q170790|Q182436|Q11063|Q201788|,,,,,,,,,,,,,,,1.0,
Q170790|Q182436|Q11063|Q36180|,,,,,,,,,,,,,,,1.0,
Q170790|Q182436|Q1476215|,,,,,,,,,,,,,,,1.0,
Q170790|Q182436|Q17486330|Q333634|,,,,,,,,,,,,,,,1.0,
Q170790|Q182436|Q3621491|Q14915627|Q16267607|,,,,,,,,,,,,,,,1.0,
Q170790|Q182436|Q482980|,,,,,,,,,,,,,,,1.0,
Q170790|Q182436|Q482980|Q11063|,,,,,,,,,,,,,,,1.0,
Q170790|Q18437198|,,,,,,,,,,,,,,,2.0,
Q170790|Q18524037|Q620573|Q17486330|,,,,,,,,,,,,,,,1.0,
Q170790|Q185351|,,,,,,,,,,,,,,,1.0,
Q170790|Q185351|Q169470|Q4964182|Q193391|Q201788|Q182436|Q14915627|Q901|Q36180|Q16031530|,,,,,,,,,,,,,,,1.0,
Q170790|Q18663426|,,,,,,,,,,,,,,12.0,188.0,
Q170790|Q187865|,,,,,,,,,,,,,,,1.0,
Q170790|Q18805|,,,,,,,,,,,,,,,2.0,
Q170790|Q18805|Q212238|,,,,,,,,,,,,,,,1.0,
Q170790|Q18805|Q42973|,,,,,,,,,,,,,,,1.0,
Q170790|Q188094|,,,,,,,,,,,,,,2.0,52.0,
Q170790|Q188094|Q11900058|Q2732142|Q14089670|,,,,,,,,,,,,,,,1.0,
Q170790|Q188094|Q121594|,,,,,,,,,,,,,,,1.0,
Q170790|Q188094|Q16773661|Q121594|,,,,,,,,,,,,,,,1.0,
Q170790|Q188094|Q18663426|,,,,,,,,,,,,,,1.0,,
Q170790|Q188094|Q2732142|,,,,,,,,,,,,,,,6.0,
Q170790|Q188094|Q482980|,,,,,,,,,,,,,,,1.0,
Q170790|Q188094|Q4964182|,,,,,,,,,,,,,,,3.0,
Q170790|Q188094|Q733786|Q326653|Q36180|,,,,,,,,,,,,,,,1.0,
Q170790|Q188094|Q82594|,,,,,,,,,,,,,,,1.0,
Q170790|Q188094|Q901|Q1231865|,,,,,,,,,,,,,,,1.0,
Q170790|Q18814623|,,,,,,,,,,,,,,,2.0,
Q170790|Q189010|Q11063|Q1234713|,,,,,,,,,,,,,,,1.0,
Q170790|Q189290|,,,,,,,,,,,,,,,1.0,
Q170790|Q189290|Q18663426|,,,,,,,,,,,,,,,1.0,
Q170790|Q189290|Q82955|,,,,,,,,,,,,,,,1.0,
Q170790|Q18930418|Q18930236|Q15632482|Q16389557|Q1622272|,,,,,,,,,,,,,,,1.0,
Q170790|Q1930187|,,,,,,,,,,,,,,1.0,9.0,
Q170790|Q1930187|Q10873124|,,,,,,,,,,,,,,,1.0,
Q170790|Q1930187|Q10873124|Q15442776|,,,,,,,,,,,,,,,1.0,
Q170790|Q1930187|Q169470|,,,,,,,,,,,,,,,1.0,
Q170790|Q1930187|Q333634|Q4964182|,,,,,,,,,,,,,,,1.0,
Q170790|Q1930187|Q36180|,,,,,,,,,,,,,,,1.0,
Q170790|Q1930187|Q36180|Q333634|,,,,,,,,,,,,,,,1.0,
Q170790|Q1930187|Q482980|,,,,,,,,,,,,,,,1.0,
Q170790|Q1930187|Q482980|Q11063|,,,,,,,,,,,,,,,1.0,
Q170790|Q1930187|Q4964182|,,,,,,,,,,,,,,,1.0,
Q170790|Q1930187|Q4964182|Q193391|Q82955|,,,,,,,,,,,,,,,1.0,
Q170790|Q193391|,,,,,,,,,,,,,,,5.0,
Q170790|Q193391|Q201788|,,,,,,,,,,,,,,,1.0,
Q170790|Q193391|Q82955|,,,,,,,,,,,,,,,1.0,
Q170790|Q193391|Q82955|Q188094|Q2306091|,,,,,,,,,,,,,,,1.0,
Q170790|Q19350898|,,,,,,,,,,,,,,,5.0,
Q170790|Q19350898|Q482980|Q205375|,,,,,,,,,,,,,,,1.0,
Q170790|Q19603601|,,,,,,,,,,,,,,1.0,,
Q170790|Q19729565|,,,,,,,,,,,,,,,1.0,
Q170790|Q1979607|,,,,,,,,,,,,,,,1.0,
Q170790|Q1979607|Q43845|,,,,,,,,,,,,,,,1.0,
Q170790|Q19935988|Q82594|,,,,,,,,,,,,,,1.0,,
Q170790|Q201788|,,,,,,,,,,,,,,1.0,14.0,
Q170790|Q201788|Q11063|,,,,,,,,,,,,,,,1.0,
Q170790|Q201788|Q193391|,,,,,,,,,,,,,,,1.0,
Q170790|Q201788|Q2310145|,,,,,,,,,,,,,,,1.0,
Q170790|Q201788|Q2732142|,,,,,,,,,,,,,,,1.0,
Q170790|Q201788|Q36180|,,,,,,,,,,,,,,,1.0,
Q170790|Q201788|Q42973|,,,,,,,,,,,,,,,1.0,
Q170790|Q201788|Q4964182|,,,,,,,,,,,,,,,3.0,
Q170790|Q20198542|,,,,,,,,,,,,,,,1.0,
Q170790|Q205375|,,,,,,,,,,,,,,,3.0,
Q170790|Q205375|Q81096|,,,,,,,,,,,,,,,2.0,
Q170790|Q2066131|,,,,,,,,,,,,,,,1.0,
Q170790|Q21198|,,,,,,,,,,,,,,,1.0,
Q170790|Q212980|,,,,,,,,,,,,,,1.0,4.0,
Q170790|Q212980|Q10873124|Q18663426|Q1231865|,,,,,,,,,,,,,,,1.0,
Q170790|Q212980|Q4964182|,,,,,,,,,,,,,,,1.0,
Q170790|Q212980|Q901|,,,,,,,,,,,,,,1.0,,
Q170790|Q214917|Q13582652|Q82955|Q36180|,,,,,,,,,,,,,,,1.0,
Q170790|Q2259532|,,,,,,,,,,,,,,,3.0,
Q170790|Q2306091|,,,,,,,,,,,,,,,1.0,
Q170790|Q2310145|,,,,,,,,,,,,,,,10.0,
Q170790|Q2374149|,,,,,,,,,,,,,,,2.0,
Q170790|Q2374149|Q39631|Q18805|,,,,,,,,,,,,,,,1.0,
Q170790|Q239946|,,,,,,,,,,,,,,,1.0,
Q170790|Q250867|,,,,,,,,,,,,,,,3.0,
Q170790|Q250867|Q169470|,,,,,,,,,,,,,,,1.0,
Q170790|Q2516866|,,,,,,,,,,,,,,,1.0,
Q170790|Q2516866|Q18663426|,,,,,,,,,,,,,,,1.0,
Q170790|Q2627699|,,,,,,,,,,,,,,,1.0,
Q170790|Q2732142|,,,,,,,,,,,,,,8.0,146.0,
Q170790|Q2732142|Q121594|,,,,,,,,,,,,,,,1.0,
Q170790|Q2732142|Q1231865|,,,,,,,,,,,,,,,1.0,
Q170790|Q2732142|Q12360779|,,,,,,,,,,,,,,,1.0,
Q170790|Q2732142|Q3126128|,,,,,,,,,,,,,,,1.0,
Q170790|Q2732142|Q82955|,,,,,,,,,,,,,,,1.0,
Q170790|Q2732142|Q901|,,,,,,,,,,,,,,,1.0,
Q170790|Q2742277|,,,,,,,,,,,,,,,1.0,
Q170790|Q28389|Q482980|,,,,,,,,,,,,,,,1.0,
Q170790|Q3029430|,,,,,,,,,,,,,,1.0,,
Q170790|Q3055126|,,,,,,,,,,,,,,,1.0,
Q170790|Q3126128|,,,,,,,,,,,,,,1.0,2.0,
Q170790|Q3126128|Q2732142|,,,,,,,,,,,,,,,2.0,
Q170790|Q327029|,,,,,,,,,,,,,,,1.0,
Q170790|Q327353|,,,,,,,,,,,,,,,1.0,
Q170790|Q330204|Q211346|Q3126128|,,,,,,,,,,,,,,,1.0,
Q170790|Q333634|,,,,,,,,,,,,,,,8.0,
Q170790|Q333634|Q2732142|,,,,,,,,,,,,,,,1.0,
Q170790|Q33999|,,,,,,,,,,,,,,,1.0,
Q170790|Q3406833|,,,,,,,,,,,,,,,1.0,
Q170790|Q358827|,,,,,,,,,,,,,,,1.0,
Q170790|Q36180|,1.0,,,,,,,,,,,,,,29.0,
Q170790|Q36180|Q11063|Q36380|,,,,,,,,,,,,,,,1.0,
Q170790|Q36180|Q17486330|,,,,,,,,,,,,,,,1.0,
Q170790|Q36180|Q18663426|,,,,,,,,,,,,,,,1.0,
Q170790|Q36180|Q42603|,,,,,,,,,,,,,,,1.0,
Q170790|Q36180|Q42603|Q11063|,,,,,,,,,,,,,,,1.0,
Q170790|Q36180|Q42603|Q42973|,,,,,,,,,,,,,,,1.0,
Q170790|Q36180|Q4964182|,,,,,,,,,,,,,,,1.0,
Q170790|Q36180|Q8178443|,,,,,,,,,,,,,,,1.0,
Q170790|Q36180|Q82594|,,,,,,,,,,,,,,,1.0,
Q170790|Q3621491|Q1350189|,,,,,,,,,,,,,,,1.0,
Q170790|Q3621491|Q17486330|Q1350189|,,,,,,,,,,,,,,1.0,,
Q170790|Q3621491|Q17486330|Q201788|Q1350189|,,,,,,,,,,,,,,,1.0,
Q170790|Q3665646|,,,,,,,,,,,,,,,1.0,
Q170790|Q36834|,,,,,,,,,,,,,,,1.0,
Q170790|Q36834|Q14915627|,,,,,,,,,,,,,,,1.0,
Q170790|Q36834|Q14915627|Q16031530|,,,,,,,,,,,,,,,1.0,
Q170790|Q36834|Q14915627|Q16145150|Q16031530|,,,,,,,,,,,,,,,1.0,
Q170790|Q37226|,,,,,,,,,,,,,,,12.0,
Q170790|Q37226|Q901|Q205375|Q36180|,,,,,,,,,,,,,,,1.0,
Q170790|Q39631|,,,,,,,,,,,,,,,4.0,
Q170790|Q39631|Q11063|,,,,,,,,,,,,,,,1.0,
Q170790|Q39631|Q11063|Q182436|,,,,,,,,,,,,,,,1.0,
Q170790|Q39631|Q11063|Q37226|,,,,,,,,,,,,,,,1.0,
Q170790|Q39631|Q1622272|Q11063|,,,,,,,,,,,,,,,1.0,
Q170790|Q39631|Q169470|Q4964182|,,,,,,,,,,,,,,,1.0,
